# TOPAS Version: 3.1.p3
# Parameter File: W-3-6.txt
# Results for scorer D
# Scored in component: Phantom
# X in 200 bins of 0.01 cm
# Y in 200 bins of 0.01 cm
# Z in 1 bin  of 0.001 cm
# DoseToMedium ( Gy ) : Mean   Standard_Deviation   
0, 0, 0, 0, 0
0, 1, 0, 0, 0
0, 2, 0, 0, 0
0, 3, 0, 0, 0
0, 4, 0, 0, 0
0, 5, 0, 2.93836850561351e-11, 9.291930223494636e-08
0, 6, 0, 0, 0
0, 7, 0, 0, 0
0, 8, 0, 0, 0
0, 9, 0, 0, 0
0, 10, 0, 0, 0
0, 11, 0, 5.594919113286522e-11, 1.271096732458112e-07
0, 12, 0, 0, 0
0, 13, 0, 0, 0
0, 14, 0, 0, 0
0, 15, 0, 0, 0
0, 16, 0, 0, 0
0, 17, 0, 0, 0
0, 18, 0, 2.948929339128017e-11, 9.325326338486821e-08
0, 19, 0, 2.693626414609602e-11, 8.517988228784312e-08
0, 20, 0, 0, 0
0, 21, 0, 0, 0
0, 22, 0, 0, 0
0, 23, 0, 5.993474576804905e-11, 1.342066608343931e-07
0, 24, 0, 0, 0
0, 25, 0, 0, 0
0, 26, 0, 0, 0
0, 27, 0, 3.056581509251128e-11, 9.665752182274167e-08
0, 28, 0, 0, 0
0, 29, 0, 2.572212714924676e-11, 8.134044679168618e-08
0, 30, 0, 0, 0
0, 31, 0, 2.093797865929656e-11, 6.621165222600872e-08
0, 32, 0, 4.811041225958139e-13, 1.52138366540989e-09
0, 33, 0, 5.257569428517504e-11, 1.17655130419761e-07
0, 34, 0, 0, 0
0, 35, 0, 0, 0
0, 36, 0, 5.662775681705376e-11, 1.269622829948376e-07
0, 37, 0, 2.702088572513844e-11, 8.544747995924525e-08
0, 38, 0, 0, 0
0, 39, 0, 2.702081772374983e-11, 8.544726388947049e-08
0, 40, 0, 4.709922200148035e-13, 1.489407053662883e-09
0, 41, 0, 5.366856715795906e-11, 1.202956978502241e-07
0, 42, 0, 0, 0
0, 43, 0, 0, 0
0, 44, 0, 0, 0
0, 45, 0, 2.544640966191647e-11, 8.046855219744779e-08
0, 46, 0, 0, 0
0, 47, 0, 2.535014110329326e-11, 8.016412475879986e-08
0, 48, 0, 0, 0
0, 49, 0, 9.739936760215953e-12, 3.080036132365486e-08
0, 50, 0, 1.960696000848728e-11, 6.20026051079287e-08
0, 51, 0, 2.793779405133031e-11, 8.834699546101559e-08
